accident_id,datetime,cell_id,lat,lon,severity
47,2019-02-06 20:00:00,21_14,36.37619383679209,127.41801082119409,경상
48,2019-02-06 20:00:00,01_10,36.35352922896637,127.30916411018576,경상
49,2019-02-08 15:00:00,17_02,36.32316495213846,127.40005010152895,경상
50,2019-02-10 18:00:00,04_13,36.36779433670508,127.3222300760837,경상
51,2019-02-11 07:00:00,21_05,36.33346624965801,127.42206818063677,경상
52,2019-02-11 16:00:00,19_10,36.35694930526039,127.4067724147977,중상
53,2019-02-11 18:00:00,09_09,36.35129738562785,127.35082428217828,경상
54,2019-02-11 18:00:00,10_11,36.359810166978185,127.35918350879392,경상
55,2019-02-13 13:00:00,19_01,36.31715788039459,127.4084904035523,경상
56,2019-02-16 08:00:00,06_16,36.38116684268644,127.33555806295277,중상
57,2019-02-16 19:00:00,05_13,36.366378984516594,127.32750341788176,중상
58,2019-02-16 19:00:00,16_11,36.3611269670753,127.39181209555483,경상
59,2019-02-17 20:00:00,13_05,36.33251506341916,127.37369288523423,경상
60,2019-02-17 22:00:00,15_15,36.37494332196387,127.38809836722454,중상
61,2019-02-18 18:00:00,02_10,36.355853103509176,127.31076978358108,경상
62,2019-02-18 18:00:00,01_11,36.361403449561784,127.30977575772624,경상
63,2019-02-18 22:00:00,16_05,36.33375807428787,127.38953099853825,경상
64,2019-02-22 10:00:00,18_15,36.37952958677155,127.40068971882484,경상
65,2019-02-22 20:00:00,09_14,36.375650018459844,127.35073345668515,경상
66,2019-02-23 18:00:00,10_11,36.360575161742055,127.3608746157654,경상
67,2019-02-23 20:00:00,20_11,36.36085122979145,127.41049757587456,경상
68,2019-02-24 13:00:00,21_12,36.36355184746577,127.41674851478517,경상
69,2019-02-26 06:00:00,06_12,36.36474977128376,127.33306864388247,경상
70,2019-02-27 11:00:00,16_07,36.342762941664745,127.39137993585666,경상
71,2019-02-27 13:00:00,14_05,36.33186480148215,127.38208672399114,경상
72,2019-02-28 13:00:00,07_13,36.36808297797543,127.3413845086884,경상
73,2019-03-01 03:00:00,23_05,36.33472031730393,127.43171410436588,경상
74,2019-03-01 17:00:00,07_08,36.347085202346236,127.33996592919051,경상
75,2019-03-01 22:00:00,19_13,36.369909849375794,127.40672875170195,경상
76,2019-03-01 22:00:00,11_10,36.358083379229946,127.3633521677152,경상
77,2019-03-02 09:00:00,10_13,36.369016478855386,127.35526613750542,경상
78,2019-03-02 14:00:00,03_14,36.37442558149151,127.31849974234366,중상
79,2019-03-03 12:00:00,02_02,36.318095344854115,127.3136890757188,경상
80,2019-03-04 13:00:00,21_04,36.33101039177863,127.4192186666561,경상
81,2019-03-06 06:00:00,01_01,36.3150069365527,127.30876097434243,경상
82,2019-03-06 15:00:00,09_14,36.374109812756615,127.35330615047555,경상
83,2019-03-07 20:00:00,08_09,36.351045874429786,127.35025276676052,경상
84,2019-03-10 12:00:00,07_13,36.369021654547744,127.34020186986193,경상
85,2019-03-10 16:00:00,08_03,36.32461966258418,127.34584401898586,경상
86,2019-03-10 18:00:00,06_09,36.35776349468191,127.33526048330421,경상
87,2019-03-12 01:00:00,16_07,36.34299334736102,127.3914906758358,중상
88,2019-03-12 18:00:00,22_08,36.34661534003857,127.42320724343551,경상
89,2019-03-13 15:00:00,10_16,36.38446523254224,127.35779302852634,경상
90,2019-03-14 07:00:00,19_01,36.316627467818726,127.40465701054949,경상
91,2019-03-15 08:00:00,03_13,36.37086294062515,127.31916110558275,경상
92,2019-03-15 12:00:00,22_00,36.31246796140235,127.42738794883674,경상
93,2019-03-15 19:00:00,03_12,36.36460160141347,127.31686175947304,경상
94,2019-03-15 23:00:00,21_05,36.33384305724547,127.41833338984638,중상
95,2019-03-16 14:00:00,03_16,36.38231124698849,127.3184649121652,경상
96,2019-03-17 08:00:00,19_10,36.357908075976844,127.40616251451263,경상
97,2019-03-18 18:00:00,20_08,36.34662732970962,127.40837296932993,경상
98,2019-03-19 09:00:00,09_12,36.36414268068938,127.35094184814409,경상
99,2019-03-19 09:00:00,10_14,36.373556357065254,127.35804146438316,경상
100,2019-03-20 05:00:00,15_02,36.32101807936496,127.38596803675132,중상
101,2019-03-20 10:00:00,22_07,36.34513331037657,127.42561780532547,경상
102,2019-03-20 14:00:00,06_08,36.345353602548414,127.33563489254578,경상
103,2019-03-21 08:00:00,08_03,36.32507862571994,127.34577753156418,경상
104,2019-03-22 09:00:00,19_10,36.35763579159437,127.40946857274662,경상
105,2019-03-24 23:00:00,01_07,36.342404011424605,127.30820129310312,중상
106,2019-03-25 09:00:00,13_00,36.30891834590767,127.3769762533322,경상
107,2019-03-25 13:00:00,18_01,36.3118630840279,127.40054171418086,경상
108,2019-03-27 18:00:00,23_07,36.343241893316026,127.42795339911284,경상
109,2019-03-29 13:00:00,12_02,36.32255012318423,127.36804000096751,중상
110,2019-03-30 03:00:00,14_07,36.342928369450405,127.38018218615862,경상
111,2019-03-30 03:00:00,08_14,36.37298459036422,127.34749744985386,경상
112,2019-03-30 18:00:00,01_17,36.3864328449577,127.30718286923619,경상
113,2019-03-30 23:00:00,22_06,36.34040881342915,127.42434314473076,중상
114,2019-03-31 18:00:00,19_02,36.323450944486105,127.40835304514971,경상
115,2019-04-01 22:00:00,22_04,36.33163869314286,127.42063626641425,경상
116,2019-04-02 09:00:00,07_10,36.35271165589247,127.34150711480896,경상
117,2019-04-02 15:00:00,21_05,36.33308406344501,127.42164183946801,경상
118,2019-04-02 16:00:00,07_14,36.37426518971753,127.3422574643252,경상
119,2019-04-03 00:00:00,07_14,36.373997416409104,127.34276696231406,경상
120,2019-04-03 07:00:00,13_11,36.35927266122788,127.37196679019242,경상
121,2019-04-04 04:00:00,17_14,36.37330700136011,127.39601688731804,경상
122,2019-04-05 16:00:00,20_09,36.35343831184768,127.41530831685726,경상
123,2019-04-05 20:00:00,10_01,36.31502526017685,127.36023860420697,경상
124,2019-04-05 20:00:00,04_03,36.32522742949604,127.32761812800318,경상
125,2019-04-07 02:00:00,07_10,36.355387847796784,127.34061642336147,경상
126,2019-04-07 15:00:00,07_05,36.33176261742879,127.34416645847331,경상
127,2019-04-07 17:00:00,09_12,36.36452693740213,127.35318312713747,경상
128,2019-04-07 19:00:00,01_07,36.34228846130766,127.30651484973403,중상
129,2019-04-07 22:00:00,16_08,36.34933919819775,127.39253711295163,경상
130,2019-04-09 18:00:00,08_06,36.34051472503984,127.34596170553485,경상
131,2019-04-09 21:00:00,02_08,36.34723338486613,127.31036133903865,경상
132,2019-04-10 18:00:00,22_06,36.33752489941402,127.42172566576984,중상
133,2019-04-11 17:00:00,17_06,36.3406107617682,127.3971329860141,경상
134,2019-04-12 16:00:00,08_05,36.333906623671744,127.34686394222936,경상
135,2019-04-13 16:00:00,23_11,36.363387647463945,127.42950667364701,사망
136,2019-04-14 08:00:00,14_09,36.35156618960252,127.3802829550563,경상
137,2019-04-14 10:00:00,18_05,36.33379156301938,127.40154142357528,경상
138,2019-04-14 13:00:00,15_09,36.351594460009515,127.38509380693847,중상
139,2019-04-16 13:00:00,08_03,36.32526266301633,127.34831632021768,경상
140,2019-04-16 16:00:00,16_10,36.35625794768042,127.3903634290158,중상
141,2019-04-16 22:00:00,06_08,36.34613914422838,127.33641011951529,경상
142,2019-04-17 02:00:00,21_06,36.33883223281777,127.41974589852416,경상
143,2019-04-17 17:00:00,13_09,36.350888963364675,127.3711775808831,경상
144,2019-04-17 20:00:00,21_03,36.32571970166371,127.42063451971751,사망
145,2019-04-18 08:00:00,17_08,36.348407079075066,127.39562803947163,경상
146,2019-04-19 21:00:00,09_01,36.31752410540451,127.35237341041343,경상
147,2019-04-20 19:00:00,13_05,36.33320654873233,127.373141734758,사망
148,2019-04-24 07:00:00,09_11,36.36202700867361,127.35339472390912,경상
149,2019-04-24 15:00:00,01_15,36.37788525174171,127.30497922250247,중상
150,2019-04-24 19:00:00,23_01,36.31607479275814,127.43138619876802,경상
151,2019-04-24 20:00:00,11_15,36.378147703844775,127.36138472215345,경상
152,2019-04-25 10:00:00,01_06,36.33814393461276,127.30414284703643,경상
153,2019-04-25 14:00:00,01_11,36.360272203483795,127.3060342113276,경상
154,2019-04-26 14:00:00,09_12,36.36337909789952,127.34952352155798,경상
155,2019-04-26 22:00:00,19_15,36.37987045617394,127.40639006729673,경상
156,2019-04-27 03:00:00,04_13,36.37005318105287,127.32209433302867,경상
157,2019-04-28 03:00:00,17_04,36.33158929811513,127.39638961519738,경상
158,2019-04-28 03:00:00,03_09,36.350923290426124,127.31810116770967,경상
159,2019-04-28 14:00:00,22_03,36.3246082335152,127.42371430511254,경상
160,2019-04-28 18:00:00,00_07,36.34360004527544,127.30096224380627,경상
161,2019-04-28 20:00:00,14_08,36.34696978584507,127.38067291046113,중상
162,2019-04-29 10:00:00,19_07,36.345085426239855,127.40663423111667,경상
163,2019-04-29 12:00:00,17_02,36.32105021853132,127.39931028626202,중상
164,2019-04-29 15:00:00,00_16,36.38226406456845,127.30483972103788,경상
165,2019-04-30 17:00:00,19_01,36.31669420868818,127.40918859232255,경상
166,2019-04-30 20:00:00,13_01,36.31743103994106,127.3744344991505,중상
167,2019-05-01 09:00:00,09_09,36.35175734730356,127.35002197339712,경상
168,2019-05-01 19:00:00,13_14,36.37482157831246,127.37283324749939,경상
169,2019-05-04 10:00:00,09_17,36.38694217831917,127.35348146731069,경상
170,2019-05-04 23:00:00,10_10,36.35376966004748,127.35374145294908,경상
171,2019-05-05 11:00:00,22_09,36.353699916956124,127.42400696915074,경상
172,2019-05-05 16:00:00,21_02,36.32536847849518,127.41725791469732,중상
173,2019-05-06 19:00:00,10_14,36.374974047795355,127.36033004517095,경상
174,2019-05-06 19:00:00,01_11,36.360352678505286,127.30911822041288,경상
175,2019-05-06 20:00:00,09_12,36.36911487954558,127.35116962255061,경상
176,2019-05-07 14:00:00,15_03,36.326354727459986,127.38683774079973,경상
177,2019-05-10 16:00:00,15_07,36.34210969090421,127.38603048076723,중상
178,2019-05-11 08:00:00,14_12,36.36358780007485,127.38142986797799,경상
179,2019-05-11 20:00:00,07_13,36.36913664035634,127.34001138139769,경상
180,2019-05-12 15:00:00,04_11,36.358617183176776,127.3227663221408,경상
181,2019-05-12 18:00:00,15_07,36.34310569776708,127.38962598267905,경상
182,2019-05-12 18:00:00,06_07,36.34462269284672,127.33730968695829,경상
183,2019-05-13 05:00:00,22_08,36.34909048727031,127.42472253122676,경상
184,2019-05-13 10:00:00,06_10,36.35399643412922,127.33455071319801,경상
185,2019-05-14 20:00:00,22_03,36.32419652528107,127.42324513693072,사망
186,2019-05-15 19:00:00,06_08,36.34395727009529,127.33768195176452,경상
187,2019-05-19 12:00:00,06_09,36.351383092985365,127.33339127428928,경상
188,2019-05-19 18:00:00,22_08,36.34749923942195,127.42334280253924,경상
189,2019-05-19 18:00:00,11_15,36.37802198646227,127.36396280744924,중상
190,2019-05-19 18:00:00,18_15,36.380827391315975,127.40062715847851,경상
191,2019-05-19 19:00:00,20_13,36.37184122915091,127.41241955489166,중상
192,2019-05-19 20:00:00,08_02,36.32036128093548,127.34629316878949,경상
193,2019-05-23 09:00:00,01_11,36.358604253563705,127.30928880028627,중상
194,2019-05-23 18:00:00,15_06,36.33902862235101,127.3854056684553,경상
195,2019-05-23 19:00:00,03_12,36.364053941424274,127.3202049146136,경상
196,2019-05-24 08:00:00,23_06,36.34088600777735,127.43278533626014,경상
197,2019-05-24 15:00:00,12_05,36.33384098748301,127.37185275236888,경상
198,2019-05-24 20:00:00,16_08,36.34771691309604,127.39046197675722,경상
199,2019-05-24 22:00:00,20_06,36.338832442282985,127.41638438568012,경상
200,2019-05-25 20:00:00,00_11,36.360228857489695,127.30327550546983,중상
201,2019-05-27 15:00:00,06_12,36.36456857536798,127.3321329283041,중상
202,2019-05-28 08:00:00,01_10,36.354852620333354,127.30479038665152,중상
203,2019-05-28 18:00:00,15_09,36.35498212412014,127.38671261164531,경상
204,2019-05-28 18:00:00,17_02,36.31553928303103,127.39598095824178,경상
205,2019-05-29 18:00:00,22_06,36.340018495428446,127.42263208913009,중상
206,2019-05-29 19:00:00,22_01,36.31699484941635,127.42612807022354,경상
207,2019-05-29 23:00:00,21_04,36.329556215118544,127.41921868394344,경상
208,2019-05-30 00:00:00,22_06,36.33893516912463,127.42553511470574,중상
209,2019-05-31 15:00:00,07_10,36.35770135241677,127.3405018024603,중상
210,2019-06-01 12:00:00,22_01,36.3142161268061,127.42606048236341,중상
211,2019-06-01 14:00:00,14_17,36.388024439537446,127.38063870221522,경상
212,2019-06-01 16:00:00,16_08,36.34435546803791,127.38928496636146,경상
213,2019-06-01 22:00:00,07_04,36.328249744166236,127.33946362742911,경상
214,2019-06-02 20:00:00,12_16,36.38228881894436,127.36960516664398,경상
215,2019-06-03 18:00:00,06_11,36.361178946325005,127.33805013849734,경상
216,2019-06-04 14:00:00,09_00,36.31250957123,127.35384499278311,경상
217,2019-06-06 01:00:00,01_07,36.340099746445794,127.3090844572756,경상
218,2019-06-06 03:00:00,23_05,36.335394818067364,127.42734864779979,경상
219,2019-06-07 23:00:00,12_11,36.36144506977307,127.36818815373923,경상
220,2019-06-08 20:00:00,14_07,36.34358730720182,127.38018320052538,경상
221,2019-06-09 20:00:00,21_02,36.32026691388028,127.41814560287517,중상
222,2019-06-10 08:00:00,01_11,36.3594995762021,127.30722481232512,경상
223,2019-06-11 02:00:00,21_16,36.38490826691118,127.41818654725992,경상
224,2019-06-11 09:00:00,08_00,36.31198087457885,127.35054758621702,경상
225,2019-06-12 07:00:00,21_12,36.36620220924204,127.41884623617655,경상
226,2019-06-14 14:00:00,19_04,36.33392116109137,127.40492901958058,경상
227,2019-06-15 22:00:00,07_10,36.35624635287004,127.33943918371254,경상
228,2019-06-16 07:00:00,23_03,36.32482089178196,127.43200834320066,경상
229,2019-06-17 08:00:00,13_08,36.34662885879936,127.37516497860261,경상
230,2019-06-17 09:00:00,12_01,36.31364947355325,127.37386895878193,경상
231,2019-06-18 07:00:00,20_05,36.336267995994085,127.41322056096358,경상
232,2019-06-18 14:00:00,01_14,36.37347101843034,127.30763366430378,경상
233,2019-06-19 08:00:00,19_12,36.366619952808406,127.40914335685058,경상
234,2019-06-19 19:00:00,01_07,36.34249026805946,127.30792825013698,경상
235,2019-06-20 18:00:00,14_16,36.38497025012398,127.37678997731535,중상
236,2019-06-21 18:00:00,12_09,36.35202762666937,127.368911195195,중상
237,2019-06-21 21:00:00,16_11,36.36210595414788,127.38648761200649,경상
238,2019-06-22 01:00:00,12_10,36.357141081345844,127.3697862592184,중상
239,2019-06-22 08:00:00,22_09,36.35334973809285,127.42119089642748,중상
240,2019-06-23 19:00:00,07_11,36.36141347376489,127.33892090065015,중상
241,2019-06-24 19:00:00,12_02,36.31964031168258,127.36710486245163,경상
242,2019-06-25 09:00:00,09_08,36.3489951949751,127.35367399148313,경상
243,2019-06-26 11:00:00,08_13,36.3681624707523,127.3478129693441,경상
244,2019-06-26 20:00:00,22_05,36.335818402448936,127.42539960096103,경상
245,2019-06-27 05:00:00,06_09,36.350075142181424,127.33491325929394,경상
246,2019-06-27 11:00:00,14_08,36.345198764463504,127.37862178630128,경상
247,2019-06-27 18:00:00,11_01,36.31660081041242,127.36571267149543,경상
248,2019-06-29 06:00:00,12_14,36.37542958399691,127.36669118799598,경상
249,2019-06-29 18:00:00,07_13,36.367696880750344,127.33861928544046,경상
250,2019-06-29 19:00:00,09_09,36.35204176817611,127.35253480679239,경상
251,2019-06-30 06:00:00,00_05,36.33242517126786,127.30514810456978,경상
252,2019-06-30 11:00:00,02_02,36.319710575035224,127.316582110423,경상
253,2019-06-30 19:00:00,07_06,36.33983373746648,127.33854511493875,중상
254,2019-07-02 12:00:00,01_07,36.342459210287025,127.30840144153667,경상
255,2019-07-04 01:00:00,07_04,36.33233273199612,127.34241973893829,경상
256,2019-07-04 19:00:00,18_01,36.31528556756135,127.40226995903093,중상
257,2019-07-05 19:00:00,02_17,36.38435306137282,127.30936658749125,중상
258,2019-07-06 17:00:00,06_09,36.35028585954759,127.33591768061184,경상
259,2019-07-07 09:00:00,10_12,36.36579314453689,127.35547790604224,경상
260,2019-07-07 21:00:00,07_10,36.35812975127279,127.34076817283832,경상
261,2019-07-09 13:00:00,13_01,36.31662359353737,127.37197286196047,경상
262,2019-07-10 13:00:00,22_14,36.373374066804786,127.42622059828203,중상
263,2019-07-10 23:00:00,07_15,36.38097553365228,127.3398199107734,중상
264,2019-07-12 16:00:00,04_02,36.31923337225398,127.3249207706165,경상
265,2019-07-13 11:00:00,08_14,36.37497124057534,127.34430905753206,경상
266,2019-07-13 14:00:00,14_17,36.38848885817669,127.37462188082536,경상
267,2019-07-14 16:00:00,00_01,36.31248879039855,127.30459921472786,중상
268,2019-07-14 22:00:00,10_03,36.328183839187055,127.35711183533961,경상
269,2019-07-15 15:00:00,08_12,36.36708165669419,127.34796246095128,경상
270,2019-07-15 15:00:00,22_03,36.326838352176324,127.42503176920296,경상
271,2019-07-15 15:00:00,22_11,36.36482323831159,127.42399554393735,경상
272,2019-07-16 06:00:00,21_12,36.365467766741446,127.41817639168453,중상
273,2019-07-16 17:00:00,19_10,36.35807426292977,127.40581773678362,경상
274,2019-07-16 17:00:00,00_06,36.33552324088766,127.3008036247087,경상
275,2019-07-16 20:00:00,02_07,36.34236690486226,127.31078570286164,경상
276,2019-07-19 00:00:00,21_18,36.39349293198119,127.41757063036899,경상
277,2019-07-19 21:00:00,03_14,36.373755281413864,127.32062727348868,중상
278,2019-07-20 13:00:00,13_05,36.33315697169761,127.37539994875632,중상
279,2019-07-20 17:00:00,21_02,36.321337389820776,127.4183252009772,중상
280,2019-07-20 22:00:00,17_02,36.31932458033484,127.39555453027494,경상
281,2019-07-20 22:00:00,22_04,36.33039472742519,127.42379216485132,경상
282,2019-07-22 03:00:00,14_13,36.36978160246643,127.37891646757022,중상
283,2019-07-22 07:00:00,22_08,36.3463225893557,127.4257885751926,경상
284,2019-07-23 03:00:00,21_02,36.31990473404132,127.4214235325022,경상
285,2019-07-23 18:00:00,12_05,36.337879199667285,127.36720288475043,중상
286,2019-07-24 00:00:00,21_05,36.336347094719486,127.41825207541808,경상
287,2019-07-24 10:00:00,16_06,36.339095075565446,127.38879408766977,경상
288,2019-07-25 09:00:00,07_04,36.33300163244658,127.34426621728701,중상
289,2019-07-26 15:00:00,07_06,36.338945387779624,127.34032813894089,경상
290,2019-07-26 18:00:00,13_13,36.36839194579954,127.37398620556301,경상
291,2019-07-26 20:00:00,22_05,36.33538432683292,127.42181743840335,경상
292,2019-07-27 00:00:00,10_12,36.36726941083982,127.35797666535512,경상
293,2019-07-27 18:00:00,10_11,36.361791352434416,127.3573793253479,중상
294,2019-07-28 06:00:00,13_07,36.3437066481818,127.37467227189072,중상
295,2019-07-28 08:00:00,14_13,36.37098651114158,127.37860292615075,경상
296,2019-07-28 09:00:00,18_07,36.34357385912438,127.40650325191994,경상
297,2019-07-28 10:00:00,07_05,36.33456259808317,127.3431138989428,경상
298,2019-07-28 12:00:00,07_05,36.33491992310252,127.3427306801005,경상
299,2019-07-28 12:00:00,05_16,36.383081068661696,127.3294215145557,중상
300,2019-07-28 20:00:00,14_06,36.33957370299665,127.3804883031932,경상
301,2019-07-30 00:00:00,08_14,36.37573452216269,127.34373353789925,경상
302,2019-07-31 20:00:00,06_07,36.344157018021605,127.33517009590396,경상
303,2019-08-01 15:00:00,12_01,36.31757884828126,127.36983332339983,경상
304,2019-08-02 22:00:00,09_13,36.36885671899997,127.35094025140913,경상
305,2019-08-03 20:00:00,14_12,36.36378483977291,127.37937303393723,경상
306,2019-08-03 21:00:00,16_18,36.3930153415001,127.39193517813315,경상
307,2019-08-05 21:00:00,10_11,36.36266161116866,127.36022331648437,사망
308,2019-08-06 12:00:00,12_00,36.3090389999547,127.36869389442508,경상
309,2019-08-06 18:00:00,07_12,36.36483903682042,127.34011469799664,경상
310,2019-08-07 01:00:00,09_02,36.319737468720874,127.35235322500837,경상
311,2019-08-09 16:00:00,00_07,36.34221253383949,127.30056471371566,경상
312,2019-08-10 18:00:00,19_08,36.349600464718435,127.40327383119293,경상
313,2019-08-11 13:00:00,13_04,36.33082203467841,127.3724118014293,경상
314,2019-08-11 18:00:00,18_07,36.341400930200194,127.39901288846326,경상
315,2019-08-13 19:00:00,20_07,36.34323500171692,127.41582939132502,중상
316,2019-08-14 19:00:00,12_01,36.31755834247107,127.36842702148763,경상
317,2019-08-15 19:00:00,23_03,36.32465311615842,127.42997628228562,경상
318,2019-08-15 20:00:00,02_05,36.331356959348646,127.31558566141872,경상
319,2019-08-16 08:00:00,21_08,36.347739944484815,127.41822960408984,중상
320,2019-08-17 17:00:00,21_03,36.32506380617227,127.41881444838263,경상
321,2019-08-19 01:00:00,22_01,36.31784218981724,127.4263844046056,중상
322,2019-08-19 18:00:00,00_02,36.317629437419335,127.30246389136346,경상
323,2019-08-21 12:00:00,07_14,36.37141141642427,127.33693529478235,중상
324,2019-08-21 23:00:00,03_12,36.36330485781592,127.31593408876135,경상
325,2019-08-22 19:00:00,10_11,36.36058546965603,127.35750549753452,경상
326,2019-08-23 06:00:00,02_14,36.37245497804989,127.31350162901853,경상
327,2019-08-23 11:00:00,16_05,36.33458140567885,127.3900137282467,경상
328,2019-08-23 14:00:00,16_00,36.309807078861496,127.38928070660452,중상
329,2019-08-23 15:00:00,22_05,36.333293413359364,127.42411385205995,경상
330,2019-08-24 16:00:00,15_12,36.364748488312614,127.38548011591105,경상
331,2019-08-25 10:00:00,18_02,36.32097156068585,127.40227452567649,중상
332,2019-08-28 06:00:00,16_05,36.33444725232654,127.39005062976447,경상
333,2019-08-29 18:00:00,19_00,36.31077857160211,127.40834410511796,경상
334,2019-08-31 16:00:00,12_07,36.346313130720205,127.36850535689231,중상
335,2019-09-01 22:00:00,23_11,36.36452795214388,127.43052489938256,경상
336,2019-09-02 18:00:00,18_03,36.32483148621161,127.40416045817851,중상
337,2019-09-02 23:00:00,22_02,36.320369899141845,127.42246209418117,경상
338,2019-09-03 21:00:00,02_07,36.341412496318505,127.3125747509876,경상
339,2019-09-03 22:00:00,09_05,36.33366362169204,127.35272833381818,경상
340,2019-09-04 03:00:00,21_05,36.33575177512636,127.42142117392287,경상
341,2019-09-04 12:00:00,19_01,36.315859763090636,127.41077348065882,경상
342,2019-09-05 22:00:00,11_18,36.39285970744932,127.36262001057376,중상
343,2019-09-06 22:00:00,13_09,36.35476877613548,127.37732702958127,경상
344,2019-09-07 08:00:00,00_06,36.336653563323,127.30023511393972,경상
345,2019-09-08 07:00:00,23_12,36.36338673412548,127.42717598828784,경상
346,2019-09-08 23:00:00,18_10,36.35862474613642,127.40374953319312,중상
347,2019-09-09 08:00:00,20_06,36.33929208588702,127.41538055919688,경상
348,2019-09-10 19:00:00,10_11,36.36065405763964,127.3570927444509,중상
349,2019-09-11 22:00:00,09_05,36.333643499071115,127.35079147743441,중상
350,2019-09-11 23:00:00,05_13,36.370082591547494,127.32761231925957,중상
351,2019-09-13 20:00:00,07_14,36.373227947240096,127.33807718666301,경상
352,2019-09-13 21:00:00,03_11,36.36060997302661,127.31889568322232,경상
353,2019-09-13 23:00:00,04_04,36.329929347225615,127.32616698064886,중상
354,2019-09-14 19:00:00,07_13,36.36858638113254,127.3414358536628,중상
355,2019-09-15 11:00:00,12_16,36.38264439185667,127.36746523533522,경상
356,2019-09-15 17:00:00,14_12,36.36442675943378,127.37959054853947,경상
357,2019-09-17 18:00:00,13_04,36.33068165853005,127.37569458192495,경상
358,2019-09-17 19:00:00,22_16,36.38290697466984,127.4231818957025,경상
359,2019-09-18 16:00:00,22_09,36.352930166148205,127.4234071936758,경상
360,2019-09-18 22:00:00,19_10,36.35854393540241,127.40447717429645,경상
361,2019-09-19 02:00:00,13_13,36.37224454751453,127.37463088568603,중상
362,2019-09-19 18:00:00,20_06,36.338261592622324,127.41759405224839,경상
363,2019-09-19 20:00:00,17_02,36.319708773089616,127.39574950916088,경상
364,2019-09-20 12:00:00,13_02,36.32147698275673,127.37373581385764,경상
365,2019-09-20 19:00:00,10_11,36.36108345968166,127.35798301236522,경상
366,2019-09-21 19:00:00,10_12,36.36263043881938,127.36009470325834,경상
367,2019-09-22 15:00:00,01_01,36.31827994875468,127.30948274363776,중상
